Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
5100,1701121438,384776353,-0.7356588250240059,0.6607182204365116,0.41395072327100985,0.3603194436742327,-0.9265826904678184,-0.06218871649846704,0.08801692891702036,255,-1,-0.5716941992389124,-2.0836971441852015,-1.3794453779803675,-1.0414875189410608,1.6397442817687988,-2.877218786870138
5200,1701121438,481192350,-0.7279869766431596,0.6557722779121362,0.4088355443348505,0.36023582221384404,-0.9249363216502622,-0.07372762918292168,0.09637006786893877,255,-1,-0.5717418829547327,-2.0711196104632776,-1.4153459707843226,-0.9906600157367151,1.6397203207015991,-2.877230707799093
5300,1701121438,584776878,-0.7171529876004828,0.6495448385246053,0.400910724052582,0.35979196802761776,-0.923926896001095,-0.0820987314387828,0.10083961961817395,255,-1,-0.5721610228167933,-2.056300465260641,-1.458094898854391,-0.9444125334369105,1.6368407011032104,-2.877242628728048
5400,1701121438,681263446,-0.7062385034235806,0.6440062226853737,0.39024931137603047,0.35897811788217115,-0.9233225835858357,-0.09082203390740363,0.10179133400773192,255,-1,-0.5727241675006312,-2.044394318257467,-1.5005705992328089,-0.8981569449054163,1.6271588802337646,-2.877206627522604
5500,1701121438,784794092,-0.6937676730393528,0.6399851682760713,0.3772271705071039,0.3564742795124472,-0.9228833716600839,-0.10909164584921714,0.09649550852400378,255,-1,-0.5733345190631312,-2.0346344153033655,-1.546626392995016,-0.8379996458636683,1.5947659015655518,-2.877206627522604
5600,1701121438,880716085,-0.6832415055096234,0.6384309175388876,0.3645491487293931,0.35264878116427006,-0.9224055975618158,-0.13113084418911383,0.08724363834821804,255,-1,-0.573921028767721,-2.030581776295797,-1.5842917601214808,-0.7793219725238245,1.5537840127944946,-2.877206627522604
5700,1701121438,984753608,-0.6736774163692474,0.6367443733372066,0.35329520904652373,0.3484869932743944,-0.921115458528097,-0.15303683559987477,0.08174872799452494,255,-1,-0.574496094380514,-2.0274646917926233,-1.618941609059469,-0.7180994192706507,1.519736886024475,-2.877242628728048
5800,1701121439,80755710,-0.667182733066917,0.6343389306254053,0.3463982348459015,0.34572848612443013,-0.919053675481679,-0.16931977581368082,0.08451608713216108,255,-1,-0.5745919386493128,-2.02511436143984,-1.6448515097247522,-0.6641371885882776,1.5063965320587158,-2.877218786870138
5900,1701121439,184911727,-0.6624907995027256,0.6312959561163898,0.3405032484957595,0.3439868726210268,-0.916042614345903,-0.18323108662361412,0.09468542158885124,255,-1,-0.5745919386493128,-2.0244668165790003,-1.6680682341205042,-0.6065400282489222,1.5064324140548706,-2.877218786870138
6000,1701121439,280871152,-0.6581287632342091,0.6285611483562493,0.33552726567470703,0.34236452609728646,-0.9132736928891837,-0.19500607569770695,0.10339402104432144,255,-1,-0.5746634642230433,-2.0237954298602503,-1.687920395527975,-0.557685677205221,1.5064564943313599,-2.877218786870138
6100,1701121439,384863376,-0.6524130507654371,0.624869798948722,0.32935647536702156,0.34104425339658917,-0.9108902489752881,-0.20441309915283415,0.11037688363798956,255,-1,-0.5746873060809534,-2.0220325628863733,-1.7109101454364222,-0.5132635275470179,1.506468415260315,-2.8771947065936487
6200,1701121439,480673551,-0.6466321330781973,0.6211794985695904,0.3225826133016517,0.34020746759288184,-0.9094061158173394,-0.2100250298113669,0.11458133513270186,255,-1,-0.5747349897967737,-2.020402256642477,-1.7322362104998987,-0.47973615327943975,1.5065163373947144,-2.8771827856646937
6300,1701121439,584762096,-0.6408709107367875,0.6176352543354047,0.31462589742176045,0.3397413156264665,-0.9086771207613795,-0.21280180784157052,0.11660668608860462,255,-1,-0.5749748388873499,-2.0198386351214808,-1.7519820372210901,-0.4541695753680628,1.506540298461914,-2.877242628728048
6400,1701121439,680653333,-0.637825548213861,0.6157796080353992,0.30908602924941053,0.33991694357857466,-0.909108757335802,-0.2112783450911998,0.11549545315326365,255,-1,-0.5750945250140589,-2.0201619307147425,-1.7616093794452112,-0.44865161577333623,1.506600260734558,-2.877242628728048
6500,1701121439,785004138,-0.6376954682215438,0.6156719070338834,0.3083988427041342,0.3399559849257199,-0.9092203014665552,-0.2108896946034206,0.11521244908570473,255,-1,-0.5750344435321253,-2.0204861799823206,-1.7617772261248987,-0.4486640135394495,1.5065642595291138,-2.8771947065936487
6600,1701121439,880942106,-0.6377085463857424,0.6156640768641275,0.30830791154423587,0.3400004209877879,-0.9092332027231581,-0.21079271717046677,0.11515696757820185,255,-1,-0.5749629179583948,-2.0205100218402308,-1.7618611494647425,-0.44880754152406865,1.506636142730713,-2.877230707799093
