Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
10500,0,0,0,0,0,0,0,0,0,0,0,-0.0202424966792863,-2.41896273468193,-0.991008139915125,-1.41974170887399,1.57980125502719,-2.86924387906828
10600,0,0,0,0,0,0,0,0,0,0,0,-0.0295402926885022,-2.38724429261829,-1.04601050006325,-1.30956685204215,1.58982830016992,-2.86909875095543
10700,0,0,0,0,0,0,0,0,0,0,0,-0.0435340332886817,-2.35227897368517,-1.11060321221003,-1.18716494269857,1.60320610820527,-2.87126863494855
10800,0,0,0,0,0,0,0,0,0,0,0,-0.0532952885822122,-2.3245471089639,-1.17816767212186,-1.06474724002275,1.61626940684784,-2.87262903088248
10900,0,0,0,0,0,0,0,0,0,0,0,-0.0621017714223421,-2.29844698123023,-1.24640250480498,-0.942325974655625,1.62926175783606,-2.87380682089003
11000,0,0,0,0,0,0,0,0,0,0,0,-0.0680664021956623,-2.27643312616882,-1.31321717639117,-0.820110329834752,1.64213281247801,-2.87486757459092
11100,0,0,0,0,0,0,0,0,0,0,0,-0.0639873744344189,-2.27341447891334,-1.37415761813721,-0.698551061500799,1.65446902508979,-2.87518557074808
11200,0,0,0,0,0,0,0,0,0,0,0,-0.0599896438499306,-2.27035095256832,-1.43523539630615,-0.576673980064339,1.66701903610057,-2.8753119752264
11300,0,0,0,0,0,0,0,0,0,0,0,-0.0615270429883995,-2.26502396332967,-1.49918193449211,-0.451252977032588,1.6839128972939,-2.87504846429095
11400,0,0,0,0,0,0,0,0,0,0,0,-0.0644911453897309,-2.25923693576802,-1.56358381053274,-0.325215313082392,1.70201534250659,-2.87490316953385
11500,0,0,0,0,0,0,0,0,0,0,0,-0.06624625330776,-2.2544738355903,-1.62831122659439,-0.205401210728035,1.72009451886634,-2.87485299409261
11600,0,0,0,0,0,0,0,0,0,0,0,-0.0686517880237987,-2.24952289167958,-1.6811081746703,-0.111327607338791,1.73613594695696,-2.87536960112256
11700,0,0,0,0,0,0,0,0,0,0,0,-0.069419521978672,-2.24421361250749,-1.73718208616435,-0.0121520342479736,1.75290732768554,-2.8757871032388
11800,0,0,0,0,0,0,0,0,0,0,0,-0.0669883748500453,-2.2387293242375,-1.79421519517685,0.0894421453547052,1.76525057338472,-2.87622664962592
11900,0,0,0,0,0,0,0,0,0,0,0,-0.0518473697123666,-2.22905632094701,-1.85558196136317,0.207825245466737,1.7589997591051,-2.87673456476558
12000,0,0,0,0,0,0,0,0,0,0,0,-0.0358717835253675,-2.21856993480224,-1.92086745516391,0.325595315879222,1.75456767120501,-2.87732114849198
12100,0,0,0,0,0,0,0,0,0,0,0,-0.0201742025426677,-2.21057843985562,-1.98250249152758,0.433774992388129,1.74990955901888,-2.87810966906579
12200,0,0,0,0,0,0,0,0,0,0,0,-0.00538804870116891,-2.20607615110906,-2.03057999745956,0.509630551717133,1.74480828720089,-2.87869614472965
12300,0,0,0,0,0,0,0,0,0,0,0,0.00937660087226325,-2.2017628951465,-2.07614710457011,0.58028293837483,1.73946663480682,-2.87924204574175
12400,0,0,0,0,0,0,0,0,0,0,0,0.0244408974475234,-2.19794735074788,-2.11671418837136,0.643031294416383,1.73362947500957,-2.87979385755128
12500,0,0,0,0,0,0,0,0,0,0,0,0.0337344349995249,-2.19748166468824,-2.14481105744314,0.709023476588878,1.71841456421617,-2.87905023901421
12600,0,0,0,0,0,0,0,0,0,0,0,0.0446776264103579,-2.19762639902861,-2.16768950940883,0.781441577566842,1.68993202770305,-2.87822575113588
12700,0,0,0,0,0,0,0,0,0,0,0,0.0633054113720609,-2.19716180539332,-2.17813104416247,0.825814449387102,1.6479124167157,-2.87657651654605
12800,0,0,0,0,0,0,0,0,0,0,0,0.0874273943034427,-2.19805473561622,-2.18755195928927,0.8422182188658,1.62148857057603,-2.87320003815083
12900,0,0,0,0,0,0,0,0,0,0,0,0.111621872371938,-2.1987929766882,-2.19523563369399,0.855589251750775,1.59607697626014,-2.87027676707034
13000,0,0,0,0,0,0,0,0,0,0,0,0.136193524740048,-2.19914008193775,-2.19710696170573,0.858765177665712,1.57414992348895,-2.86900619891595
13100,0,0,0,0,0,0,0,0,0,0,0,0.16079468088331,-2.19946951195757,-2.1989724716892,0.86193131993495,1.55221229087616,-2.86777051322189
